date,a,b,y
2011-01-01,1.299909142902,0.156864419510597,1.45313375473789
2011-01-02,1.64785688625247,0.312440154085413,2.90428060312912
2011-01-03,0.974927912181824,0.465451459415178,1.80860201639437
2011-01-04,0.108902508397385,0.614648333893559,0.874196599530052
2011-01-05,-0.0841939213164087,0.758819045102521,0.800763290995658
2011-01-06,0.433883739117558,0.896802246667421,1.46144224636897
2011-01-07,0.866025403784438,1.02749855590416,2.40990911399224
2011-01-08,0.432141664666881,1.14988146855319,1.6519742664809
2011-01-09,-0.781831482468029,1.26300749411449,0.514230539321404
2011-01-10,-1.84095331596626,1.36602540378444,0.185444313851078
2011-01-11,-1.84095331596626,1.45818449265763,0.191597735178127
2011-01-12,-0.78183148246803,1.53884176858763,0.567612412865024
2011-01-13,0.432141664666881,1.60746799178364,1.9532053596426
2011-01-14,0.866025403784439,1.66365250172713,3.06648865840935
2011-01-15,0.43388373911756,1.70710678118655,2.01633949733561
2011-01-16,-0.0841939213164081,1.73766672084567,1.21176467085361
2011-01-17,0.108902508397385,1.75529356219078,1.47730660128322
2011-01-18,0.974927912181823,1.7600735106701,3.5169906676247
2011-01-19,1.64785688625247,1.75221602558802,6.87779103465785
2011-01-20,1.299909142902,1.73205080756888,4.82862725507634
2011-01-21,1.22464679914735e-15,1.70002351856332,1.30384949996666
2011-01-22,-1.29990914290199,1.65669028312,0.350814305548652
2011-01-23,-1.64785688625247,1.60271103285606,0.243653391362664
2011-01-24,-0.974927912181825,1.53884176858763,0.46794107710499
2011-01-25,-0.108902508397384,1.46592582628907,1.08582600762562
2011-01-26,0.0841939213164096,1.38488424380961,1.280181929369
2011-01-27,-0.433883739117557,1.29670533497009,0.737882711733792
2011-01-28,-0.866025403784438,1.20243358618603,0.461233130406987
2011-01-29,-0.432141664666881,1.10315799802223,0.681776643001262
2011-01-30,0.781831482468024,1,2.18547125462836
2011-01-31,1.84095331596626,0.894101071486921,5.95949108223134
2011-02-01,1.84095331596626,0.786610204550514,5.58979208805266
2011-02-02,0.781831482468028,0.678671346220191,1.80042425630046
2011-02-03,-0.432141664666882,0.571410957658006,0.490679079434256
2011-02-04,-0.866025403784438,0.465925826289069,0.287110012437155
2011-02-05,-0.433883739117559,0.363271264002681,0.390555006019131
2011-02-06,0.0841939213164078,0.264449820138344,0.559418202460628
2011-02-07,-0.108902508397383,0.170400632165207,0.370202922034676
2011-02-08,-0.974927912181819,0.0819895298134206,0.10801234263633
2011-02-09,-1.64785688625247,4.44089209850063e-16,4.0558320044721e-09
2011-02-10,-1.299909142902,-0.0748748896971764,0.0745804037381229
2011-02-11,-2.44929359829471e-15,-0.142039521920206,0.376881310123234
2011-02-12,1.29990914290199,-0.201001639276834,1.6449138881647
2011-02-13,1.64785688625247,-0.251377069890879,2.60506151186972
2011-02-14,0.974927912181822,-0.292893218813452,1.43469792744802
2011-02-15,0.108902508397388,-0.325391289009415,0.636060929626942
2011-02-16,-0.0841939213164087,-0.348827209683968,0.542925476976649
2011-02-17,0.433883739117557,-0.36327126400268,0.93014110279996
2011-02-18,0.866025403784438,-0.368906422627574,1.44400322179108
2011-02-19,0.43214166466688,-0.366025403784439,0.932035285807912
2011-02-20,-0.781831482468024,-0.355026494635401,0.272637307179439
2011-02-21,-1.84095331596626,-0.336408182401594,0.0920274543280513
2011-02-22,-1.84095331596626,-0.310762656813558,0.088450144407576
2011-02-23,-0.781831482468033,-0.278768257917526,0.241588669444322
2011-02-24,0.432141664666881,-0.241180954897479,0.756568482916814
2011-02-25,0.86602540378444,-0.198824952258041,1.06009673633642
2011-02-26,0.433883739117563,-0.152582529334717,0.602817315480519
2011-02-27,-0.0841939213164093,-0.103383227550106,0.295569820446411
2011-02-28,0.108902508397384,-0.0521925070247096,0.254741579705078
2011-03-01,0.974927912181815,-5.66553889764798e-16,6.30995737223432e-08
2011-03-02,1.64785688625247,0.0521925070247094,1.18702326736583
2011-03-03,1.299909142902,0.103383227550105,1.17969139331032
2011-03-04,1.21226718641559e-16,0.152582529334716,0.390618137488157
2011-03-05,-1.29990914290199,0.198824952258041,0.121532400370962
2011-03-06,-1.64785688625247,0.241180954897479,0.0945183980782396
2011-03-07,-0.974927912181819,0.278768257917526,0.199166296638092
